IdMulta;IdFalta;CodigoFalta;TipoFormato;NivelGravedad;IdTiempo;Anio;Mes;MultasImpuestas;ImporteImpuesto;ReincidenciaImpuesta
1;26;G04;Video Papeleta;G;2;2022;2;3;1104;0
2;71;G28;Papeleta de Tránsito;G;1;2022;1;1;368;0
3;134;G54;Papeleta de Tránsito;G;9;2022;9;148;54464;0
4;27;G05;Papeleta de Tránsito;G;11;2022;11;7;2576;0
5;73;G29;Papeleta de Tránsito;G;9;2022;9;1;368;0
6;237;M40;Papeleta de Tránsito;M;3;2022;3;2;4360;0
7;242;M44;Video Papeleta;M;3;2022;3;9;4968;0
8;183;M03;Papeleta de Tránsito;M;6;2022;6;30;69000;0
9;67;G25;Papeleta de Tránsito;G;7;2022;7;1;368;0
10;45;G12;Papeleta de Tránsito;G;6;2022;6;11;4048;0
11;183;M03;Papeleta de Tránsito;M;5;2022;5;1;2300;0
12;95;G40;Papeleta de Tránsito;G;5;2022;5;2;736;0
13;105;G42;Video Papeleta;G;8;2022;8;8;2944;0
14;134;G54;Papeleta de Tránsito;G;2;2022;2;1;368;0
15;182;M02;Papeleta de Tránsito;M;1;2022;1;3;6900;0
16;47;G13;Papeleta de Tránsito;G;6;2022;6;2;736;0
17;236;M39;Papeleta de Tránsito;M;5;2022;5;1;0;0
18;105;G42;Video Papeleta;G;9;2022;9;1;368;0
19;183;M03;Papeleta de Tránsito;M;5;2022;5;1;2300;0
20;181;M01;Papeleta de Tránsito;M;6;2022;6;3;13800;0
21;105;G42;Video Papeleta;G;6;2022;6;1;368;0
22;118;G47;Papeleta de Tránsito;G;8;2022;8;10;3680;736
23;176;L04;Papeleta de Tránsito;L;11;2022;11;2;368;184
24;149;G60;Papeleta de Tránsito;G;9;2022;9;1;368;0
25;32;G08;Papeleta de Tránsito;G;1;2022;1;17;6256;0
26;57;G17;Papeleta de Tránsito;G;4;2022;4;1;368;0
27;184;M04;Papeleta de Tránsito;M;3;2022;3;1;4600;0
28;182;M02;Papeleta de Tránsito;M;1;2022;1;1;2300;0
29;97;G40;Video Papeleta;G;2;2022;2;501;184368;0
30;32;G08;Papeleta de Tránsito;G;3;2022;3;5;1840;0
31;120;G47;Video Papeleta;G;4;2022;4;512;188416;0
32;22;G02;Papeleta de Tránsito;G;11;2022;11;420;154560;3312
33;57;G17;Papeleta de Tránsito;G;5;2022;5;54;19872;736
34;210;M20a;Papeleta Electrónica;M;3;2022;3;6;4968;0
35;179;L07;Papeleta de Tránsito;L;11;2022;11;1;184;0
36;183;M03;Papeleta de Tránsito;M;5;2022;5;2;4600;0
37;63;G21;Papeleta de Tránsito;G;7;2022;7;9;3312;0
38;44;G11;Video Papeleta;G;2;2022;2;1;368;0
39;146;G58;Papeleta de Tránsito;G;2;2022;2;7;2576;0
40;236;M39;Papeleta de Tránsito;M;10;2022;10;1;0;0
41;105;G42;Video Papeleta;G;9;2022;9;15;5520;0
42;149;G60;Papeleta de Tránsito;G;9;2022;9;1;368;0
43;184;M04;Papeleta de Tránsito;M;2;2022;2;1;4600;0
44;145;G57;Video Papeleta;G;10;2022;10;3;1104;0
45;151;G61;Papeleta de Tránsito;G;1;2022;1;1;368;0
46;86;G33;Video Papeleta;G;5;2022;5;1;368;0
47;101;G41;Video Papeleta;G;7;2022;7;4;1472;0
48;181;M01;Papeleta de Tránsito;M;3;2022;3;1;4600;0
49;183;M03;Papeleta de Tránsito;M;11;2022;11;18;41400;0
50;59;G18b;Papeleta de Tránsito;G;8;2022;8;482;177376;2208
51;34;G08;Video Papeleta;G;3;2022;3;5;1840;0
52;120;G47;Video Papeleta;G;2;2022;2;57;20976;0
53;101;G41;Video Papeleta;G;6;2022;6;18;6624;0
54;89;G35;Papeleta de Tránsito;G;7;2022;7;119;43792;736
55;182;M02;Papeleta de Tránsito;M;7;2022;7;20;46000;2300
56;67;G25;Papeleta de Tránsito;G;1;2022;1;11;4048;0
57;42;G11;Papeleta de Tránsito;G;8;2022;8;3;1104;0
58;184;M04;Papeleta de Tránsito;M;5;2022;5;1;4600;4600
59;182;M02;Papeleta de Tránsito;M;1;2022;1;10;23000;0
60;182;M02;Papeleta de Tránsito;M;11;2022;11;1;2300;2300
61;97;G40;Video Papeleta;G;4;2022;4;1;368;0
62;181;M01;Papeleta de Tránsito;M;4;2022;4;5;23000;0
63;83;G32;Video Papeleta;G;1;2022;1;79;29072;0
64;97;G40;Video Papeleta;G;7;2022;7;1;368;0
65;97;G40;Video Papeleta;G;3;2022;3;264;97152;0
66;97;G40;Video Papeleta;G;6;2022;6;1;368;0
67;97;G40;Video Papeleta;G;3;2022;3;1;368;0
68;146;G58;Papeleta de Tránsito;G;12;2022;12;425;156400;6624
69;44;G11;Video Papeleta;G;3;2022;3;10;3680;0
70;111;G44;Video Papeleta;G;7;2022;7;1;368;0
71;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
72;222;M24;Papeleta de Tránsito;M;5;2022;5;9;4968;0
73;182;M02;Papeleta de Tránsito;M;11;2022;11;2;4600;0
74;42;G11;Papeleta de Tránsito;G;10;2022;10;361;132848;7728
75;97;G40;Video Papeleta;G;6;2022;6;1;368;0
76;83;G32;Video Papeleta;G;3;2022;3;3;1104;0
77;25;G04;Papeleta de Tránsito;G;3;2022;3;1;368;0
78;78;G31a;Papeleta de Tránsito;G;5;2022;5;2;736;0
79;182;M02;Papeleta de Tránsito;M;5;2022;5;1;2300;0
80;120;G47;Video Papeleta;G;11;2022;11;30;11040;0
81;179;L07;Papeleta de Tránsito;L;3;2022;3;626;115184;9016
82;143;G57;Papeleta de Tránsito;G;2;2022;2;9;3312;0
83;25;G04;Papeleta de Tránsito;G;6;2022;6;18;6624;0
84;177;L05;Papeleta de Tránsito;L;5;2022;5;4;736;0
85;212;M20b;Papeleta Electrónica;M;5;2022;5;2;2208;0
86;183;M03;Papeleta de Tránsito;M;1;2022;1;1;2300;0
87;190;M08;Papeleta de Tránsito;M;4;2022;4;4;4416;0
88;237;M40;Papeleta de Tránsito;M;6;2022;6;1;2330;0
89;164;J01;Papeleta inf. y educativa peatonal-cicli./cond.VMP;L;7;2022;7;1;184;0
90;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
91;32;G08;Papeleta de Tránsito;G;8;2022;8;24;8832;736
92;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
93;182;M02;Papeleta de Tránsito;M;1;2022;1;1;2300;0
94;97;G40;Video Papeleta;G;5;2022;5;18;6624;0
95;101;G41;Video Papeleta;G;4;2022;4;1;368;0
96;184;M04;Papeleta de Tránsito;M;4;2022;4;1;4600;4600
97;208;M19;Papeleta de Tránsito;M;7;2022;7;40;22080;0
98;187;M06;Papeleta de Tránsito;M;4;2022;4;1;1104;0
99;182;M02;Papeleta de Tránsito;M;4;2022;4;17;39100;0
100;105;G42;Video Papeleta;G;11;2022;11;19;6992;0
101;42;G11;Papeleta de Tránsito;G;8;2022;8;2;736;0
102;182;M02;Papeleta de Tránsito;M;2;2022;2;1;2300;0
103;44;G11;Video Papeleta;G;6;2022;6;1;368;0
104;210;M20a;Papeleta Electrónica;M;3;2022;3;4;3312;0
105;183;M03;Papeleta de Tránsito;M;7;2022;7;2;4600;0
106;32;G08;Papeleta de Tránsito;G;2;2022;2;57;20976;1104
107;110;G44;Papeleta de Tránsito;G;3;2022;3;1;368;0
108;148;G59;Papeleta de Tránsito;G;2;2022;2;1;368;0
109;101;G41;Video Papeleta;G;10;2022;10;62;22816;0
110;225;M27;Papeleta de Tránsito;M;8;2022;8;47;108100;2300
111;22;G02;Papeleta de Tránsito;G;6;2022;6;256;94208;736
112;30;G07;Papeleta de Tránsito;G;11;2022;11;2;736;0
113;183;M03;Papeleta de Tránsito;M;2;2022;2;1;2300;0
114;172;L01;Video Papeleta;L;5;2022;5;6;1104;0
115;202;M16;Video Papeleta;M;1;2022;1;1;552;0
116;81;G32;Papeleta de Tránsito;G;5;2022;5;10;3680;368
117;38;G10;Papeleta de Tránsito;G;7;2022;7;1;368;0
118;83;G32;Video Papeleta;G;1;2022;1;42;15456;0
119;181;M01;Papeleta de Tránsito;M;9;2022;9;1;4600;0
120;172;L01;Video Papeleta;L;1;2022;1;2;368;0
121;182;M02;Papeleta de Tránsito;M;10;2022;10;20;46000;4600
122;143;G57;Papeleta de Tránsito;G;4;2022;4;32;11776;1840
123;181;M01;Papeleta de Tránsito;M;9;2022;9;7;32200;0
124;81;G32;Papeleta de Tránsito;G;7;2022;7;415;152720;10304
125;34;G08;Video Papeleta;G;7;2022;7;1;368;0
126;182;M02;Papeleta de Tránsito;M;5;2022;5;2;4600;2300
127;116;G46;Video Papeleta;G;3;2022;3;5;1840;0
128;182;M02;Papeleta de Tránsito;M;1;2022;1;4;9200;0
129;97;G40;Video Papeleta;G;6;2022;6;464;170752;0
130;183;M03;Papeleta de Tránsito;M;1;2022;1;1;2300;0
131;176;L04;Papeleta de Tránsito;L;10;2022;10;3;552;0
132;232;M35;Papeleta de Tránsito;M;1;2022;1;1;552;0
133;206;M17;Video Papeleta;M;5;2022;5;1;552;0
134;146;G58;Papeleta de Tránsito;G;3;2022;3;582;214176;9568
135;59;G18b;Papeleta de Tránsito;G;5;2022;5;1;368;0
136;114;G46;Papeleta de Tránsito;G;10;2022;10;1;368;0
137;118;G47;Papeleta de Tránsito;G;4;2022;4;17;6256;3312
138;109;G43;Video Papeleta;G;1;2022;1;1;368;0
139;34;G08;Video Papeleta;G;1;2022;1;1;368;0
140;172;L01;Video Papeleta;L;5;2022;5;4;736;0
141;176;L04;Papeleta de Tránsito;L;7;2022;7;1;184;0
142;176;L04;Papeleta de Tránsito;L;6;2022;6;13;2392;0
143;236;M39;Papeleta de Tránsito;M;8;2022;8;1;0;0
144;227;M29;Papeleta de Tránsito;M;6;2022;6;1;552;0
145;190;M08;Papeleta de Tránsito;M;3;2022;3;1;1104;0
146;97;G40;Video Papeleta;G;4;2022;4;1;368;0
147;182;M02;Papeleta de Tránsito;M;3;2022;3;28;64400;0
148;181;M01;Papeleta de Tránsito;M;4;2022;4;3;13800;0
149;30;G07;Papeleta de Tránsito;G;12;2022;12;1;368;0
150;105;G42;Video Papeleta;G;8;2022;8;2;736;0
151;182;M02;Papeleta de Tránsito;M;8;2022;8;30;69000;0
152;182;M02;Papeleta de Tránsito;M;7;2022;7;28;64400;4600
153;22;G02;Papeleta de Tránsito;G;6;2022;6;1;368;368
154;212;M20b;Papeleta Electrónica;M;3;2022;3;1;1104;0
155;212;M20b;Papeleta Electrónica;M;4;2022;4;30;33120;0
156;181;M01;Papeleta de Tránsito;M;1;2022;1;2;9200;0
157;44;G11;Video Papeleta;G;1;2022;1;2;736;0
158;134;G54;Papeleta de Tránsito;G;6;2022;6;1;368;0
159;120;G47;Video Papeleta;G;4;2022;4;20;7360;0
160;120;G47;Video Papeleta;G;4;2022;4;62;22816;0
161;184;M04;Papeleta de Tránsito;M;6;2022;6;1;4600;0
162;40;G10;Video Papeleta;G;2;2022;2;1;368;0
163;212;M20b;Papeleta Electrónica;M;5;2022;5;55;60720;2208
164;97;G40;Video Papeleta;G;5;2022;5;5;1840;0
165;237;M40;Papeleta de Tránsito;M;1;2022;1;1;1580;0
166;239;M42;Papeleta de Tránsito;M;3;2022;3;13;2990;0
167;239;M42;Papeleta de Tránsito;M;4;2022;4;2;460;0
168;83;G32;Video Papeleta;G;1;2022;1;5;1840;0
169;242;M44;Video Papeleta;M;9;2022;9;10;5520;0
170;242;M44;Video Papeleta;M;5;2022;5;12;6624;0
171;237;M40;Papeleta de Tránsito;M;6;2022;6;4;5320;0
172;184;M04;Papeleta de Tránsito;M;2;2022;2;3;13800;4600
173;180;L08;Papeleta de Tránsito;L;7;2022;7;26;4784;0
174;89;G35;Papeleta de Tránsito;G;4;2022;4;1;368;0
175;118;G47;Papeleta de Tránsito;G;3;2022;3;5;1840;368
176;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
177;105;G42;Video Papeleta;G;7;2022;7;3;1104;0
178;118;G47;Papeleta de Tránsito;G;4;2022;4;1;368;0
179;182;M02;Papeleta de Tránsito;M;5;2022;5;6;13800;0
180;174;L02;Video Papeleta;L;8;2022;8;3;690;0
181;204;M17;Papeleta de Tránsito;M;4;2022;4;246;135792;1656
182;148;G59;Papeleta de Tránsito;G;8;2022;8;10;3680;0
183;22;G02;Papeleta de Tránsito;G;8;2022;8;209;76912;736
184;237;M40;Papeleta de Tránsito;M;4;2022;4;1;2680;0
185;61;G19;Papeleta de Tránsito;G;6;2022;6;5;1840;368
186;212;M20b;Papeleta Electrónica;M;8;2022;8;5;5520;0
187;181;M01;Papeleta de Tránsito;M;7;2022;7;2;9200;0
188;36;G09;Video Papeleta;G;7;2022;7;1;368;0
189;204;M17;Papeleta de Tránsito;M;3;2022;3;4;2208;0
190;182;M02;Papeleta de Tránsito;M;6;2022;6;1;2300;0
191;237;M40;Papeleta de Tránsito;M;6;2022;6;1;3380;0
192;164;J01;Papeleta inf. y educativa peatonal-cicli./cond.VMP;L;3;2022;3;6;1104;0
193;184;M04;Papeleta de Tránsito;M;4;2022;4;1;4600;4600
194;182;M02;Papeleta de Tránsito;M;2;2022;2;3;6900;0
195;59;G18b;Papeleta de Tránsito;G;4;2022;4;1;368;0
196;181;M01;Papeleta de Tránsito;M;11;2022;11;19;87400;0
197;105;G42;Video Papeleta;G;11;2022;11;3;1104;0
198;218;M22;Papeleta de Tránsito;M;10;2022;10;4;2208;0
199;214;M20c;Papeleta Electrónica;M;10;2022;10;1;2300;0
200;120;G47;Video Papeleta;G;3;2022;3;2;736;0
201;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
202;185;M05;Papeleta de Tránsito;M;3;2022;3;1;2300;0
203;182;M02;Papeleta de Tránsito;M;2;2022;2;2;4600;0
204;44;G11;Video Papeleta;G;5;2022;5;242;89056;0
205;49;G14;Papeleta de Tránsito;G;8;2022;8;4;1472;368
206;139;G56;Papeleta de Tránsito;G;5;2022;5;10;3680;736
207;30;G07;Papeleta de Tránsito;G;4;2022;4;87;32016;736
208;183;M03;Papeleta de Tránsito;M;6;2022;6;28;64400;0
209;43;G11;Papeleta de Tránsito Electrónica;G;5;2022;5;8;2944;0
210;179;L07;Papeleta de Tránsito;L;4;2022;4;4;736;184
211;183;M03;Papeleta de Tránsito;M;8;2022;8;1;2300;0
212;230;M33;Papeleta de Tránsito;M;8;2022;8;1;552;0
213;182;M02;Papeleta de Tránsito;M;2;2022;2;12;27600;0
214;184;M04;Papeleta de Tránsito;M;6;2022;6;2;9200;9200
215;89;G35;Papeleta de Tránsito;G;11;2022;11;57;20976;368
216;212;M20b;Papeleta Electrónica;M;7;2022;7;3;3312;0
217;181;M01;Papeleta de Tránsito;M;1;2022;1;1;4600;0
218;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
219;68;G26;Papeleta de Tránsito;G;11;2022;11;1;368;0
220;181;M01;Papeleta de Tránsito;M;4;2022;4;3;13800;0
221;146;G58;Papeleta de Tránsito;G;6;2022;6;3;1104;0
222;182;M02;Papeleta de Tránsito;M;4;2022;4;1;2300;0
223;143;G57;Papeleta de Tránsito;G;2;2022;2;1;368;0
224;83;G32;Video Papeleta;G;10;2022;10;11;4048;0
225;38;G10;Papeleta de Tránsito;G;3;2022;3;5;1840;0
226;90;G36;Papeleta de Tránsito;G;11;2022;11;2;736;0
227;172;L01;Video Papeleta;L;5;2022;5;20;3680;0
228;146;G58;Papeleta de Tránsito;G;2;2022;2;1;368;0
229;172;L01;Video Papeleta;L;1;2022;1;2;368;0
230;95;G40;Papeleta de Tránsito;G;3;2022;3;112;41216;368
231;47;G13;Papeleta de Tránsito;G;4;2022;4;1;368;0
232;222;M24;Papeleta de Tránsito;M;5;2022;5;2;1104;0
233;114;G46;Papeleta de Tránsito;G;10;2022;10;11;4048;0
234;44;G11;Video Papeleta;G;4;2022;4;23;8464;0
235;139;G56;Papeleta de Tránsito;G;5;2022;5;2;736;368
236;182;M02;Papeleta de Tránsito;M;2;2022;2;3;6900;0
237;97;G40;Video Papeleta;G;1;2022;1;1;368;0
238;204;M17;Papeleta de Tránsito;M;5;2022;5;46;25392;0
239;44;G11;Video Papeleta;G;4;2022;4;4;1472;0
240;151;G61;Papeleta de Tránsito;G;3;2022;3;1;368;0
241;181;M01;Papeleta de Tránsito;M;6;2022;6;4;18400;0
242;187;M06;Papeleta de Tránsito;M;8;2022;8;1;1104;0
243;182;M02;Papeleta de Tránsito;M;3;2022;3;3;6900;0
244;81;G32;Papeleta de Tránsito;G;5;2022;5;3;1104;0
245;146;G58;Papeleta de Tránsito;G;3;2022;3;7;2576;0
246;146;G58;Papeleta de Tránsito;G;4;2022;4;2;736;0
247;240;M43;Papeleta de Tránsito;M;5;2022;5;1;552;0
248;97;G40;Video Papeleta;G;4;2022;4;39;14352;0
249;183;M03;Papeleta de Tránsito;M;1;2022;1;5;11500;0
250;39;G10;Papeleta de Tránsito Electrónica;G;6;2022;6;6;2208;0
251;97;G40;Video Papeleta;G;1;2022;1;1;368;0
252;212;M20b;Papeleta Electrónica;M;2;2022;2;62;68448;0
253;184;M04;Papeleta de Tránsito;M;6;2022;6;1;4600;0
254;62;G20;Papeleta de Tránsito;G;5;2022;5;1;368;0
255;59;G18b;Papeleta de Tránsito;G;6;2022;6;120;44160;1472
256;212;M20b;Papeleta Electrónica;M;3;2022;3;116;128064;1104
257;170;L01;Papeleta de Tránsito;L;5;2022;5;241;44344;920
258;111;G44;Video Papeleta;G;6;2022;6;1;368;0
259;181;M01;Papeleta de Tránsito;M;2;2022;2;5;23000;0
260;92;G38;Papeleta de Tránsito;G;9;2022;9;6;2208;0
261;25;G04;Papeleta de Tránsito;G;1;2022;1;11;4048;0
262;182;M02;Papeleta de Tránsito;M;1;2022;1;1;2300;0
263;97;G40;Video Papeleta;G;2;2022;2;3;1104;0
264;74;G29;Video Papeleta;G;1;2022;1;1;368;0
265;208;M19;Papeleta de Tránsito;M;9;2022;9;5;2760;0
266;74;G29;Video Papeleta;G;2;2022;2;2;736;0
267;49;G14;Papeleta de Tránsito;G;8;2022;8;510;187680;19136
268;210;M20a;Papeleta Electrónica;M;8;2022;8;66;54648;0
269;183;M03;Papeleta de Tránsito;M;4;2022;4;1;2300;0
270;184;M04;Papeleta de Tránsito;M;4;2022;4;1;4600;0
271;181;M01;Papeleta de Tránsito;M;3;2022;3;1;4600;0
272;95;G40;Papeleta de Tránsito;G;11;2022;11;84;30912;736
273;97;G40;Video Papeleta;G;5;2022;5;20;7360;0
274;128;G50;Papeleta de Tránsito;G;7;2022;7;1;368;0
275;97;G40;Video Papeleta;G;1;2022;1;3;1104;0
276;118;G47;Papeleta de Tránsito;G;9;2022;9;1;368;368
277;212;M20b;Papeleta Electrónica;M;1;2022;1;5;5520;0
278;202;M16;Video Papeleta;M;2;2022;2;1;552;0
279;59;G18b;Papeleta de Tránsito;G;1;2022;1;1;368;0
280;97;G40;Video Papeleta;G;4;2022;4;1;368;0
281;182;M02;Papeleta de Tránsito;M;8;2022;8;2;4600;0
282;212;M20b;Papeleta Electrónica;M;5;2022;5;81;89424;2208
283;184;M04;Papeleta de Tránsito;M;4;2022;4;1;4600;0
284;35;G09;Papeleta de Tránsito;G;3;2022;3;25;9200;0
285;97;G40;Video Papeleta;G;4;2022;4;21;7728;0
286;220;M22;Video Papeleta;M;2;2022;2;2;1104;0
287;104;G42;Papeleta de Tránsito Electrónica;G;7;2022;7;4;1472;0
288;182;M02;Papeleta de Tránsito;M;9;2022;9;54;124200;4600
289;204;M17;Papeleta de Tránsito;M;2;2022;2;1;552;0
290;184;M04;Papeleta de Tránsito;M;2;2022;2;3;13800;4600
291;184;M04;Papeleta de Tránsito;M;3;2022;3;1;4600;4600
292;183;M03;Papeleta de Tránsito;M;3;2022;3;2;4600;0
293;237;M40;Papeleta de Tránsito;M;3;2022;3;1;2930;0
294;151;G61;Papeleta de Tránsito;G;12;2022;12;1;368;0
295;181;M01;Papeleta de Tránsito;M;6;2022;6;8;36800;0
296;74;G29;Video Papeleta;G;7;2022;7;2;736;0
297;101;G41;Video Papeleta;G;1;2022;1;1;368;0
298;237;M40;Papeleta de Tránsito;M;1;2022;1;1;3380;0
299;208;M19;Papeleta de Tránsito;M;7;2022;7;14;7728;552
300;226;M28;Papeleta de Tránsito;M;11;2022;11;283;156216;4416
301;181;M01;Papeleta de Tránsito;M;2;2022;2;1;4600;0
302;200;M16;Papeleta de Tránsito;M;4;2022;4;14;7728;552
303;212;M20b;Papeleta Electrónica;M;2;2022;2;1;1104;0
304;109;G43;Video Papeleta;G;9;2022;9;2;736;0
305;182;M02;Papeleta de Tránsito;M;2;2022;2;4;9200;0
306;182;M02;Papeleta de Tránsito;M;4;2022;4;2;4600;0
307;97;G40;Video Papeleta;G;1;2022;1;1;368;0
308;182;M02;Papeleta de Tránsito;M;1;2022;1;1;2300;0
309;105;G42;Video Papeleta;G;6;2022;6;8;2944;0
310;114;G46;Papeleta de Tránsito;G;6;2022;6;1;368;0
311;181;M01;Papeleta de Tránsito;M;5;2022;5;22;101200;0
312;40;G10;Video Papeleta;G;6;2022;6;12;4416;0
313;183;M03;Papeleta de Tránsito;M;2;2022;2;7;16100;0
314;183;M03;Papeleta de Tránsito;M;4;2022;4;5;11500;0
315;202;M16;Video Papeleta;M;5;2022;5;1;552;0
316;204;M17;Papeleta de Tránsito;M;4;2022;4;4;2208;0
317;184;M04;Papeleta de Tránsito;M;8;2022;8;1;4600;0
318;96;G40;Papeleta de Tránsito Electrónica;G;5;2022;5;3;1104;0
319;237;M40;Papeleta de Tránsito;M;6;2022;6;1;230;0
320;222;M24;Papeleta de Tránsito;M;6;2022;6;20;11040;552
321;181;M01;Papeleta de Tránsito;M;3;2022;3;1;4600;0
322;22;G02;Papeleta de Tránsito;G;7;2022;7;141;51888;368
323;32;G08;Papeleta de Tránsito;G;4;2022;4;291;107088;5520
324;184;M04;Papeleta de Tránsito;M;5;2022;5;1;4600;0
325;182;M02;Papeleta de Tránsito;M;6;2022;6;3;6900;0
326;232;M35;Papeleta de Tránsito;M;4;2022;4;2;1104;0
327;30;G07;Papeleta de Tránsito;G;4;2022;4;1;368;0
328;148;G59;Papeleta de Tránsito;G;6;2022;6;46;16928;0
329;146;G58;Papeleta de Tránsito;G;5;2022;5;14;5152;0
330;222;M24;Papeleta de Tránsito;M;1;2022;1;2;1104;0
331;190;M08;Papeleta de Tránsito;M;7;2022;7;7;7728;0
332;71;G28;Papeleta de Tránsito;G;11;2022;11;7;2576;0
333;212;M20b;Papeleta Electrónica;M;10;2022;10;116;128064;6624
334;97;G40;Video Papeleta;G;7;2022;7;1;368;0
335;191;M09;Papeleta de Tránsito;M;3;2022;3;2;2208;0
336;226;M28;Papeleta de Tránsito;M;10;2022;10;1;552;0
337;114;G46;Papeleta de Tránsito;G;9;2022;9;2;736;0
338;210;M20a;Papeleta Electrónica;M;1;2022;1;4;3312;0
339;182;M02;Papeleta de Tránsito;M;6;2022;6;1;2300;0
340;45;G12;Papeleta de Tránsito;G;7;2022;7;14;5152;0
341;32;G08;Papeleta de Tránsito;G;11;2022;11;1;368;0
342;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
343;182;M02;Papeleta de Tránsito;M;4;2022;4;2;4600;0
344;153;G63;Papeleta de Tránsito;G;11;2022;11;1;368;0
345;120;G47;Video Papeleta;G;2;2022;2;1;368;0
346;232;M35;Papeleta de Tránsito;M;7;2022;7;9;4968;0
347;182;M02;Papeleta de Tránsito;M;5;2022;5;2;4600;0
348;184;M04;Papeleta de Tránsito;M;8;2022;8;3;13800;4600
349;183;M03;Papeleta de Tránsito;M;3;2022;3;5;11500;0
350;210;M20a;Papeleta Electrónica;M;4;2022;4;10;8280;0
351;183;M03;Papeleta de Tránsito;M;9;2022;9;3;6900;0
352;181;M01;Papeleta de Tránsito;M;5;2022;5;1;4600;0
353;44;G11;Video Papeleta;G;5;2022;5;1;368;0
354;183;M03;Papeleta de Tránsito;M;6;2022;6;6;13800;0
355;78;G31a;Papeleta de Tránsito;G;2;2022;2;1;368;0
356;71;G28;Papeleta de Tránsito;G;2;2022;2;1;368;0
357;34;G08;Video Papeleta;G;6;2022;6;3;1104;0
358;34;G08;Video Papeleta;G;11;2022;11;4;1472;0
359;181;M01;Papeleta de Tránsito;M;1;2022;1;8;36800;0
360;183;M03;Papeleta de Tránsito;M;1;2022;1;16;36800;0
361;226;M28;Papeleta de Tránsito;M;4;2022;4;4;2208;0
362;125;G49;Papeleta de Tránsito;G;4;2022;4;2;736;0
363;61;G19;Papeleta de Tránsito;G;8;2022;8;257;94576;13248
364;183;M03;Papeleta de Tránsito;M;2;2022;2;1;2300;0
365;183;M03;Papeleta de Tránsito;M;3;2022;3;1;2300;0
366;183;M03;Papeleta de Tránsito;M;3;2022;3;14;32200;0
367;183;M03;Papeleta de Tránsito;M;1;2022;1;1;2300;0
368;30;G07;Papeleta de Tránsito;G;4;2022;4;1;368;0
369;116;G46;Video Papeleta;G;4;2022;4;5;1840;0
370;183;M03;Papeleta de Tránsito;M;3;2022;3;2;4600;0
371;210;M20a;Papeleta Electrónica;M;5;2022;5;38;31464;828
372;101;G41;Video Papeleta;G;10;2022;10;11;4048;0
373;139;G56;Papeleta de Tránsito;G;8;2022;8;526;193568;16560
374;97;G40;Video Papeleta;G;2;2022;2;10;3680;0
375;180;L08;Papeleta de Tránsito;L;2;2022;2;4;736;0
376;210;M20a;Papeleta Electrónica;M;1;2022;1;1;828;0
377;27;G05;Papeleta de Tránsito;G;6;2022;6;6;2208;0
378;183;M03;Papeleta de Tránsito;M;5;2022;5;25;57500;0
379;181;M01;Papeleta de Tránsito;M;2;2022;2;1;4600;0
380;44;G11;Video Papeleta;G;1;2022;1;466;171488;0
381;214;M20c;Papeleta Electrónica;M;10;2022;10;7;16100;0
382;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
383;44;G11;Video Papeleta;G;3;2022;3;26;9568;0
384;73;G29;Papeleta de Tránsito;G;1;2022;1;60;22080;368
385;214;M20c;Papeleta Electrónica;M;5;2022;5;22;50600;0
386;226;M28;Papeleta de Tránsito;M;5;2022;5;126;69552;2208
387;71;G28;Papeleta de Tránsito;G;3;2022;3;31;11408;1840
388;122;G48;Papeleta de Tránsito;G;2;2022;2;1;368;0
389;182;M02;Papeleta de Tránsito;M;4;2022;4;1;2300;0
390;44;G11;Video Papeleta;G;3;2022;3;104;38272;0
391;182;M02;Papeleta de Tránsito;M;6;2022;6;6;13800;0
392;104;G42;Papeleta de Tránsito Electrónica;G;6;2022;6;2;736;0
393;182;M02;Papeleta de Tránsito;M;6;2022;6;1;2300;0
394;184;M04;Papeleta de Tránsito;M;7;2022;7;1;4600;0
395;44;G11;Video Papeleta;G;7;2022;7;1;368;0
396;184;M04;Papeleta de Tránsito;M;8;2022;8;4;18400;0
397;151;G61;Papeleta de Tránsito;G;7;2022;7;6;2208;0
398;182;M02;Papeleta de Tránsito;M;1;2022;1;2;4600;0
399;67;G25;Papeleta de Tránsito;G;11;2022;11;77;28336;736
400;242;M44;Video Papeleta;M;2;2022;2;16;8832;0
401;143;G57;Papeleta de Tránsito;G;5;2022;5;1;368;0
402;44;G11;Video Papeleta;G;4;2022;4;2;736;0
403;208;M19;Papeleta de Tránsito;M;10;2022;10;1;552;0
404;181;M01;Papeleta de Tránsito;M;2;2022;2;1;4600;0
405;183;M03;Papeleta de Tránsito;M;2;2022;2;1;2300;0
406;78;G31a;Papeleta de Tránsito;G;7;2022;7;187;68816;0
407;176;L04;Papeleta de Tránsito;L;2;2022;2;34;6256;0
408;183;M03;Papeleta de Tránsito;M;3;2022;3;1;2300;0
409;76;G30;Papeleta de Tránsito;G;9;2022;9;3;1104;0
